datetime,hour,day_of_week,day_type,is_weekend,is_holiday,temperature_c,humidity_pct,industrial_load_mw,commercial_load_mw,residential_load_mw,total_load_mw
2025-04-22 18:00:00,18,Tuesday,Weekday,0,0,25.4,65.0,285.5,204.7,403.7,893.9
2025-04-22 19:00:00,19,Tuesday,Weekday,0,0,26.2,64.0,335.6,225.0,346.2,906.8
2025-04-22 20:00:00,20,Tuesday,Weekday,0,0,23.4,65.0,264.9,237.1,376.5,878.5
2025-04-22 21:00:00,21,Tuesday,Weekday,0,0,21.4,77.0,282.0,173.8,330.7,786.5
2025-04-22 22:00:00,22,Tuesday,Weekday,0,0,21.5,65.0,239.6,151.2,248.8,639.6
2025-04-22 23:00:00,23,Tuesday,Weekday,0,0,24.2,74.0,186.4,116.4,225.8,528.6
2025-04-23 00:00:00,0,Wednesday,Weekday,0,0,25.0,67.0,133.5,97.6,167.3,398.4
2025-04-23 01:00:00,1,Wednesday,Weekday,0,0,24.0,59.0,118.0,102.5,168.2,388.7
2025-04-23 02:00:00,2,Wednesday,Weekday,0,0,27.4,64.0,151.6,108.8,145.5,405.9
2025-04-23 03:00:00,3,Wednesday,Weekday,0,0,25.2,54.0,133.3,109.2,152.2,394.7
2025-04-23 04:00:00,4,Wednesday,Weekday,0,0,28.9,63.0,118.7,100.7,173.2,392.6
2025-04-23 05:00:00,5,Wednesday,Weekday,0,0,28.4,65.0,144.0,95.4,166.0,405.4
2025-04-23 06:00:00,6,Wednesday,Weekday,0,0,30.5,55.0,169.4,137.8,193.2,500.4
2025-04-23 07:00:00,7,Wednesday,Weekday,0,0,32.6,56.0,197.6,169.9,269.9,637.4
2025-04-23 08:00:00,8,Wednesday,Weekday,0,0,32.0,66.0,237.4,190.5,320.6,748.5
2025-04-23 09:00:00,9,Wednesday,Weekday,0,0,33.2,53.0,246.6,211.5,350.0,808.1
2025-04-23 10:00:00,10,Wednesday,Weekday,0,0,35.5,47.0,287.1,228.6,314.3,830.0
2025-04-23 11:00:00,11,Wednesday,Weekday,0,0,33.0,63.0,282.7,212.3,313.2,808.2
2025-04-23 12:00:00,12,Wednesday,Weekday,0,0,34.6,63.0,297.2,211.4,364.4,873.0
2025-04-23 13:00:00,13,Wednesday,Weekday,0,0,30.8,58.0,291.5,209.6,296.7,797.8
2025-04-23 14:00:00,14,Wednesday,Weekday,0,0,32.3,61.0,299.3,180.4,331.6,811.3
2025-04-23 15:00:00,15,Wednesday,Weekday,0,0,32.5,63.0,292.3,203.5,341.1,836.9
2025-04-23 16:00:00,16,Wednesday,Weekday,0,0,25.3,61.0,239.0,194.0,361.0,794.0
2025-04-23 17:00:00,17,Wednesday,Weekday,0,0,26.5,61.0,295.8,191.3,344.8,831.9
2025-04-23 18:00:00,18,Wednesday,Weekday,0,0,27.4,68.0,295.5,196.2,394.5,886.2
2025-04-23 19:00:00,19,Wednesday,Weekday,0,0,25.2,73.0,322.1,212.7,398.1,932.9
2025-04-23 20:00:00,20,Wednesday,Weekday,0,0,25.3,67.0,319.7,235.5,353.1,908.3
2025-04-23 21:00:00,21,Wednesday,Weekday,0,0,23.3,63.0,256.6,209.8,316.0,782.4
2025-04-23 22:00:00,22,Wednesday,Weekday,0,0,24.2,76.0,255.2,190.9,237.4,683.5
2025-04-23 23:00:00,23,Wednesday,Weekday,0,0,24.0,64.0,171.7,133.0,247.8,552.5
2025-04-24 00:00:00,0,Thursday,Weekday,0,0,26.5,62.0,162.4,117.5,179.2,459.1
2025-04-24 01:00:00,1,Thursday,Weekday,0,0,25.9,66.0,124.6,114.6,175.5,414.7
2025-04-24 02:00:00,2,Thursday,Weekday,0,0,27.1,70.0,151.4,93.1,160.3,404.8
2025-04-24 03:00:00,3,Thursday,Weekday,0,0,27.2,67.0,126.6,107.8,175.3,409.7
2025-04-24 04:00:00,4,Thursday,Weekday,0,0,28.4,63.0,123.7,106.7,171.7,402.1
2025-04-24 05:00:00,5,Thursday,Weekday,0,0,29.7,62.0,140.7,97.1,192.9,430.7
2025-04-24 06:00:00,6,Thursday,Weekday,0,0,32.2,57.0,175.4,144.4,211.8,531.6
2025-04-24 07:00:00,7,Thursday,Weekday,0,0,32.0,59.0,203.5,172.5,265.6,641.6
2025-04-24 08:00:00,8,Thursday,Weekday,0,0,33.9,42.0,255.6,163.6,317.7,736.9
2025-04-24 09:00:00,9,Thursday,Weekday,0,0,37.1,49.0,280.4,188.5,367.1,836.0
2025-04-24 10:00:00,10,Thursday,Weekday,0,0,35.4,54.0,259.7,191.3,406.9,857.9
2025-04-24 11:00:00,11,Thursday,Weekday,0,0,33.5,49.0,259.1,191.1,345.7,795.9
2025-04-24 12:00:00,12,Thursday,Weekday,0,0,35.3,55.0,330.0,226.7,347.9,904.6
2025-04-24 13:00:00,13,Thursday,Weekday,0,0,32.1,55.0,301.5,213.8,333.5,848.8
2025-04-24 14:00:00,14,Thursday,Weekday,0,0,28.6,69.0,275.1,181.4,311.9,768.4
2025-04-24 15:00:00,15,Thursday,Weekday,0,0,28.9,68.0,277.6,214.3,288.1,780.0
2025-04-24 16:00:00,16,Thursday,Weekday,0,0,26.3,61.0,253.2,188.7,337.6,779.5
2025-04-24 17:00:00,17,Thursday,Weekday,0,0,27.3,61.0,262.3,189.7,399.6,851.6
2025-04-24 18:00:00,18,Thursday,Weekday,0,0,26.7,63.0,298.4,220.7,408.1,927.2
2025-04-24 19:00:00,19,Thursday,Weekday,0,0,28.2,59.0,332.3,228.4,346.0,906.7
2025-04-24 20:00:00,20,Thursday,Weekday,0,0,25.3,66.0,340.6,220.1,339.4,900.1
2025-04-24 21:00:00,21,Thursday,Weekday,0,0,24.0,62.0,266.8,185.8,333.2,785.8
2025-04-24 22:00:00,22,Thursday,Weekday,0,0,25.4,59.0,198.8,150.7,311.6,661.1
2025-04-24 23:00:00,23,Thursday,Weekday,0,0,21.0,73.0,160.7,139.0,216.8,516.5
2025-04-25 00:00:00,0,Friday,Weekday,0,0,25.2,68.0,150.2,129.0,181.9,461.1
2025-04-25 01:00:00,1,Friday,Weekday,0,0,26.8,59.0,148.3,102.7,177.3,428.3
2025-04-25 02:00:00,2,Friday,Weekday,0,0,24.5,70.0,116.7,92.6,172.0,381.3
2025-04-25 03:00:00,3,Friday,Weekday,0,0,29.6,56.0,142.6,97.6,139.6,379.8
2025-04-25 04:00:00,4,Friday,Weekday,0,0,29.7,61.0,132.7,106.1,164.3,403.1
2025-04-25 05:00:00,5,Friday,Weekday,0,0,29.9,63.0,168.0,109.7,172.6,450.3
2025-04-25 06:00:00,6,Friday,Weekday,0,0,32.7,56.0,199.5,151.0,199.9,550.4
2025-04-25 07:00:00,7,Friday,Weekday,0,0,36.2,54.0,256.2,180.2,274.3,710.7
2025-04-25 08:00:00,8,Friday,Weekday,0,0,33.8,52.0,269.6,191.1,312.9,773.6
2025-04-25 09:00:00,9,Friday,Weekday,0,0,34.5,53.0,288.9,213.6,322.7,825.2
2025-04-25 10:00:00,10,Friday,Weekday,0,0,33.6,54.0,288.9,228.1,305.9,822.9
2025-04-25 11:00:00,11,Friday,Weekday,0,0,32.8,52.0,281.1,214.8,306.5,802.4
2025-04-25 12:00:00,12,Friday,Weekday,0,0,34.8,52.0,298.8,193.0,376.1,867.9
2025-04-25 13:00:00,13,Friday,Weekday,0,0,31.5,49.0,318.6,201.8,320.5,840.9
2025-04-25 14:00:00,14,Friday,Weekday,0,0,31.9,54.0,292.5,202.5,320.7,815.7
2025-04-25 15:00:00,15,Friday,Weekday,0,0,29.9,58.0,286.7,189.1,315.9,791.7
2025-04-25 16:00:00,16,Friday,Weekday,0,0,30.0,58.0,295.1,209.1,293.9,798.1
2025-04-25 17:00:00,17,Friday,Weekday,0,0,28.5,60.0,259.3,220.3,337.7,817.3
2025-04-25 18:00:00,18,Friday,Weekday,0,0,28.4,61.0,279.9,240.8,391.8,912.5
2025-04-25 19:00:00,19,Friday,Weekday,0,0,25.0,67.0,316.8,261.3,357.4,935.5
2025-04-25 20:00:00,20,Friday,Weekday,0,0,24.6,70.0,299.5,207.5,371.1,878.1
2025-04-25 21:00:00,21,Friday,Weekday,0,0,23.0,64.0,287.8,214.1,283.8,785.7
2025-04-25 22:00:00,22,Friday,Weekday,0,0,23.7,61.0,215.8,171.1,256.2,643.1
2025-04-25 23:00:00,23,Friday,Weekday,0,0,25.1,60.0,190.2,133.0,226.9,550.1
2025-04-26 00:00:00,0,Saturday,Weekend,1,0,26.1,61.0,123.8,95.5,142.4,361.7
2025-04-26 01:00:00,1,Saturday,Weekend,1,0,24.4,64.0,114.0,85.1,177.1,376.2
2025-04-26 02:00:00,2,Saturday,Weekend,1,0,28.1,57.0,127.8,97.9,140.3,366.0
2025-04-26 03:00:00,3,Saturday,Weekend,1,0,30.1,52.0,129.1,88.8,134.6,352.5
2025-04-26 04:00:00,4,Saturday,Weekend,1,0,30.0,57.0,105.9,80.5,152.5,338.9
2025-04-26 05:00:00,5,Saturday,Weekend,1,0,33.5,56.0,134.5,100.4,152.1,387.0
2025-04-26 06:00:00,6,Saturday,Weekend,1,0,30.7,61.0,147.3,109.6,167.1,424.0
2025-04-26 07:00:00,7,Saturday,Weekend,1,0,31.0,55.0,161.1,119.6,233.7,514.4
2025-04-26 08:00:00,8,Saturday,Weekend,1,0,31.0,56.0,201.1,143.9,303.9,648.9
2025-04-26 09:00:00,9,Saturday,Weekend,1,0,36.5,47.0,274.8,178.7,272.7,726.2
2025-04-26 10:00:00,10,Saturday,Weekend,1,0,35.4,52.0,243.7,186.8,304.5,735.0
2025-04-26 11:00:00,11,Saturday,Weekend,1,0,34.1,50.0,219.4,187.9,282.1,689.4
2025-04-26 12:00:00,12,Saturday,Weekend,1,0,34.2,57.0,227.8,200.2,298.0,726.0
2025-04-26 13:00:00,13,Saturday,Weekend,1,0,31.3,49.0,254.6,181.3,284.4,720.3
2025-04-26 14:00:00,14,Saturday,Weekend,1,0,35.6,50.0,262.5,199.6,290.5,752.6
2025-04-26 15:00:00,15,Saturday,Weekend,1,0,30.9,59.0,239.0,167.5,273.4,679.9
2025-04-26 16:00:00,16,Saturday,Weekend,1,0,29.6,60.0,213.1,183.8,297.2,694.1
2025-04-26 17:00:00,17,Saturday,Weekend,1,0,29.2,73.0,279.0,174.5,297.6,751.1
2025-04-26 18:00:00,18,Saturday,Weekend,1,0,27.7,64.0,255.4,186.9,329.0,771.3
2025-04-26 19:00:00,19,Saturday,Weekend,1,0,26.2,59.0,258.0,204.8,330.8,793.6
2025-04-26 20:00:00,20,Saturday,Weekend,1,0,23.9,66.0,256.7,168.4,336.7,761.8
2025-04-26 21:00:00,21,Saturday,Weekend,1,0,25.3,56.0,237.3,188.7,290.4,716.4
2025-04-26 22:00:00,22,Saturday,Weekend,1,0,27.3,62.0,193.8,141.8,189.5,525.1
2025-04-26 23:00:00,23,Saturday,Weekend,1,0,26.6,59.0,174.0,113.4,177.3,464.7
2025-04-27 00:00:00,0,Sunday,Weekend,1,0,27.5,67.0,118.5,90.2,156.6,365.3
2025-04-27 01:00:00,1,Sunday,Weekend,1,0,25.2,62.0,133.1,97.8,129.7,360.6
2025-04-27 02:00:00,2,Sunday,Weekend,1,0,25.5,64.0,118.1,86.9,120.9,325.9
2025-04-27 03:00:00,3,Sunday,Weekend,1,0,28.0,58.0,122.9,77.9,127.5,328.3
2025-04-27 04:00:00,4,Sunday,Weekend,1,0,29.6,68.0,116.8,87.5,161.2,365.5
2025-04-27 05:00:00,5,Sunday,Weekend,1,0,32.4,55.0,161.9,122.0,183.9,467.8
2025-04-27 06:00:00,6,Sunday,Weekend,1,0,29.5,69.0,145.2,114.5,191.3,451.0
2025-04-27 07:00:00,7,Sunday,Weekend,1,0,35.3,57.0,210.7,132.3,232.9,575.9
2025-04-27 08:00:00,8,Sunday,Weekend,1,0,33.6,57.0,194.7,154.6,298.8,648.1
2025-04-27 09:00:00,9,Sunday,Weekend,1,0,33.7,56.0,235.7,187.1,260.0,682.8
2025-04-27 10:00:00,10,Sunday,Weekend,1,0,33.0,57.0,218.3,174.3,274.6,667.2
2025-04-27 11:00:00,11,Sunday,Weekend,1,0,31.9,47.0,227.2,194.7,275.5,697.4
2025-04-27 12:00:00,12,Sunday,Weekend,1,0,35.1,51.0,271.4,205.4,295.2,772.0
2025-04-27 13:00:00,13,Sunday,Weekend,1,0,33.2,59.0,259.4,194.8,250.4,704.6
2025-04-27 14:00:00,14,Sunday,Weekend,1,0,30.1,59.0,244.4,163.2,293.1,700.7
2025-04-27 15:00:00,15,Sunday,Weekend,1,0,28.9,53.0,245.9,177.8,244.0,667.7
2025-04-27 16:00:00,16,Sunday,Weekend,1,0,29.1,60.0,213.6,147.2,304.4,665.2
2025-04-27 17:00:00,17,Sunday,Weekend,1,0,30.8,67.0,252.3,192.2,294.2,738.7
2025-04-27 18:00:00,18,Sunday,Weekend,1,0,26.7,69.0,270.3,199.6,334.6,804.5
2025-04-27 19:00:00,19,Sunday,Weekend,1,0,23.8,66.0,242.5,194.1,369.3,805.9
2025-04-27 20:00:00,20,Sunday,Weekend,1,0,24.9,70.0,261.5,206.2,291.2,758.9
2025-04-27 21:00:00,21,Sunday,Weekend,1,0,24.3,64.0,236.3,181.6,251.6,669.5
2025-04-27 22:00:00,22,Sunday,Weekend,1,0,20.5,62.0,196.1,125.0,243.5,564.6
2025-04-27 23:00:00,23,Sunday,Weekend,1,0,24.7,61.0,159.2,113.8,170.6,443.6
2025-04-28 00:00:00,0,Monday,Weekday,0,0,24.9,73.0,135.8,95.1,162.0,392.9
2025-04-28 01:00:00,1,Monday,Weekday,0,0,27.1,61.0,136.7,109.6,201.3,447.6
2025-04-28 02:00:00,2,Monday,Weekday,0,0,29.9,58.0,130.3,113.7,177.4,421.4
2025-04-28 03:00:00,3,Monday,Weekday,0,0,30.0,58.0,145.0,99.5,172.5,417.0
2025-04-28 04:00:00,4,Monday,Weekday,0,0,29.2,69.0,130.2,111.8,162.2,404.2
2025-04-28 05:00:00,5,Monday,Weekday,0,0,29.3,68.0,129.7,97.7,195.9,423.3
2025-04-28 06:00:00,6,Monday,Weekday,0,0,36.0,63.0,195.1,151.6,236.9,583.6
2025-04-28 07:00:00,7,Monday,Weekday,0,0,33.3,54.0,215.5,162.9,247.3,625.7
2025-04-28 08:00:00,8,Monday,Weekday,0,0,34.0,56.0,262.3,189.0,352.6,803.9
2025-04-28 09:00:00,9,Monday,Weekday,0,0,34.4,46.0,280.9,188.1,316.5,785.5
2025-04-28 10:00:00,10,Monday,Weekday,0,0,35.0,60.0,287.0,220.5,308.9,816.4
2025-04-28 11:00:00,11,Monday,Weekday,0,0,34.3,48.0,273.9,222.8,342.0,838.7
2025-04-28 12:00:00,12,Monday,Weekday,0,0,33.1,56.0,315.5,209.9,350.0,875.4
2025-04-28 13:00:00,13,Monday,Weekday,0,0,32.4,51.0,293.5,210.2,330.4,834.1
2025-04-28 14:00:00,14,Monday,Weekday,0,0,32.1,54.0,280.1,178.5,339.4,798.0
2025-04-28 15:00:00,15,Monday,Weekday,0,0,30.2,55.0,278.9,188.3,342.8,810.0
2025-04-28 16:00:00,16,Monday,Weekday,0,0,28.6,58.0,241.2,199.7,360.5,801.4
2025-04-28 17:00:00,17,Monday,Weekday,0,0,28.6,58.0,301.7,190.9,355.4,848.0
2025-04-28 18:00:00,18,Monday,Weekday,0,0,26.8,60.0,305.0,250.0,369.0,924.0
2025-04-28 19:00:00,19,Monday,Weekday,0,0,28.4,65.0,367.5,257.6,353.9,979.0
2025-04-28 20:00:00,20,Monday,Weekday,0,0,21.4,64.0,340.0,257.4,333.1,930.5
2025-04-28 21:00:00,21,Monday,Weekday,0,0,26.5,64.0,270.3,203.7,304.8,778.8
2025-04-28 22:00:00,22,Monday,Weekday,0,0,26.6,69.0,221.0,190.8,278.6,690.4
2025-04-28 23:00:00,23,Monday,Weekday,0,0,21.8,66.0,170.2,136.3,231.6,538.1
2025-04-29 00:00:00,0,Tuesday,Weekday,0,0,24.9,62.0,144.0,112.7,183.5,440.2
2025-04-29 01:00:00,1,Tuesday,Weekday,0,0,25.6,63.0,128.8,106.1,145.9,380.8
2025-04-29 02:00:00,2,Tuesday,Weekday,0,0,25.1,71.0,127.3,101.7,164.2,393.2
2025-04-29 03:00:00,3,Tuesday,Weekday,0,0,27.3,63.0,126.8,82.4,162.4,371.6
2025-04-29 04:00:00,4,Tuesday,Weekday,0,0,28.1,59.0,127.6,107.3,172.5,407.4
2025-04-29 05:00:00,5,Tuesday,Weekday,0,0,33.7,57.0,192.5,139.6,176.9,509.0
2025-04-29 06:00:00,6,Tuesday,Weekday,0,0,33.7,49.0,161.2,139.9,221.3,522.4
2025-04-29 07:00:00,7,Tuesday,Weekday,0,0,35.2,56.0,253.7,172.7,250.9,677.3
2025-04-29 08:00:00,8,Tuesday,Weekday,0,0,35.2,55.0,297.7,207.7,292.5,797.9
2025-04-29 09:00:00,9,Tuesday,Weekday,0,0,32.9,54.0,269.1,219.8,297.9,786.8
2025-04-29 10:00:00,10,Tuesday,Weekday,0,0,34.0,50.0,299.5,188.6,348.4,836.5
2025-04-29 11:00:00,11,Tuesday,Weekday,0,0,35.4,48.0,290.2,225.3,351.0,866.5
2025-04-29 12:00:00,12,Tuesday,Weekday,0,0,32.3,59.0,297.5,201.2,350.4,849.1
2025-04-29 13:00:00,13,Tuesday,Weekday,0,0,34.4,60.0,279.2,220.5,353.6,853.3
2025-04-29 14:00:00,14,Tuesday,Weekday,0,0,32.0,53.0,258.5,204.5,334.5,797.5
2025-04-29 15:00:00,15,Tuesday,Weekday,0,0,30.5,61.0,267.1,176.8,327.4,771.3
2025-04-29 16:00:00,16,Tuesday,Weekday,0,0,30.9,47.0,281.7,192.7,354.6,829.0
2025-04-29 17:00:00,17,Tuesday,Weekday,0,0,29.2,57.0,293.1,217.7,335.4,846.2
2025-04-29 18:00:00,18,Tuesday,Weekday,0,0,26.8,63.0,293.5,207.0,408.5,909.0
2025-04-29 19:00:00,19,Tuesday,Weekday,0,0,28.0,57.0,304.3,218.0,401.6,923.9
2025-04-29 20:00:00,20,Tuesday,Weekday,0,0,23.9,62.0,271.7,239.3,375.0,886.0
2025-04-29 21:00:00,21,Tuesday,Weekday,0,0,25.9,61.0,246.5,194.2,369.7,810.4
2025-04-29 22:00:00,22,Tuesday,Weekday,0,0,25.7,66.0,209.9,163.4,282.2,655.5
2025-04-29 23:00:00,23,Tuesday,Weekday,0,0,24.6,65.0,155.2,140.3,211.9,507.4
2025-04-30 00:00:00,0,Wednesday,Weekday,0,0,26.0,53.0,137.2,104.0,203.8,445.0
2025-04-30 01:00:00,1,Wednesday,Weekday,0,0,24.5,55.0,148.9,99.3,159.7,407.9
2025-04-30 02:00:00,2,Wednesday,Weekday,0,0,28.8,57.0,123.3,104.3,179.2,406.8
2025-04-30 03:00:00,3,Wednesday,Weekday,0,0,28.3,63.0,147.9,111.2,160.1,419.2
2025-04-30 04:00:00,4,Wednesday,Weekday,0,0,29.1,46.0,130.2,110.9,163.4,404.5
2025-04-30 05:00:00,5,Wednesday,Weekday,0,0,32.8,53.0,179.1,133.2,172.2,484.5
2025-04-30 06:00:00,6,Wednesday,Weekday,0,0,31.3,55.0,172.8,136.0,201.3,510.1
2025-04-30 07:00:00,7,Wednesday,Weekday,0,0,31.3,64.0,203.6,146.6,277.2,627.4
2025-04-30 08:00:00,8,Wednesday,Weekday,0,0,31.9,55.0,255.9,166.0,327.6,749.5
2025-04-30 09:00:00,9,Wednesday,Weekday,0,0,35.7,54.0,263.2,193.5,339.5,796.2
2025-04-30 10:00:00,10,Wednesday,Weekday,0,0,33.0,56.0,281.4,186.3,347.7,815.4
2025-04-30 11:00:00,11,Wednesday,Weekday,0,0,37.4,39.0,274.0,232.8,379.6,886.4
2025-04-30 12:00:00,12,Wednesday,Weekday,0,0,31.1,62.0,315.1,215.4,299.2,829.7
2025-04-30 13:00:00,13,Wednesday,Weekday,0,0,36.0,53.0,299.5,199.6,397.4,896.5
2025-04-30 14:00:00,14,Wednesday,Weekday,0,0,32.8,58.0,273.9,225.7,335.9,835.5
2025-04-30 15:00:00,15,Wednesday,Weekday,0,0,31.1,77.0,294.6,194.0,337.1,825.7
2025-04-30 16:00:00,16,Wednesday,Weekday,0,0,29.1,50.0,255.8,191.1,330.3,777.2
2025-04-30 17:00:00,17,Wednesday,Weekday,0,0,29.3,68.0,311.6,221.0,317.3,849.9
2025-04-30 18:00:00,18,Wednesday,Weekday,0,0,27.4,61.0,307.2,224.5,381.7,913.4
2025-04-30 19:00:00,19,Wednesday,Weekday,0,0,28.1,63.0,326.8,225.3,361.8,913.9
2025-04-30 20:00:00,20,Wednesday,Weekday,0,0,25.8,64.0,280.5,203.6,425.0,909.1
2025-04-30 21:00:00,21,Wednesday,Weekday,0,0,25.4,62.0,306.6,203.5,323.7,833.8
2025-04-30 22:00:00,22,Wednesday,Weekday,0,0,24.4,63.0,237.5,175.9,248.3,661.7
2025-04-30 23:00:00,23,Wednesday,Weekday,0,0,25.1,67.0,171.5,148.8,220.8,541.1
2025-05-01 00:00:00,0,Thursday,Holiday,0,1,26.1,56.0,102.4,80.4,145.7,328.5
2025-05-01 01:00:00,1,Thursday,Holiday,0,1,23.9,70.0,97.3,73.4,128.5,299.2
2025-05-01 02:00:00,2,Thursday,Holiday,0,1,25.5,62.0,101.3,70.3,96.4,268.0
2025-05-01 03:00:00,3,Thursday,Holiday,0,1,29.8,54.0,96.9,83.6,121.7,302.2
2025-05-01 04:00:00,4,Thursday,Holiday,0,1,30.3,56.0,100.8,70.7,128.1,299.6
2025-05-01 05:00:00,5,Thursday,Holiday,0,1,31.0,64.0,116.8,95.2,174.3,386.3
2025-05-01 06:00:00,6,Thursday,Holiday,0,1,32.6,53.0,141.1,113.9,170.2,425.2
2025-05-01 07:00:00,7,Thursday,Holiday,0,1,34.1,56.0,177.7,131.9,204.5,514.1
2025-05-01 08:00:00,8,Thursday,Holiday,0,1,33.6,51.0,227.7,137.2,240.4,605.3
2025-05-01 09:00:00,9,Thursday,Holiday,0,1,33.7,58.0,204.9,154.7,240.8,600.4
2025-05-01 10:00:00,10,Thursday,Holiday,0,1,35.3,56.0,234.3,148.2,258.5,641.0
2025-05-01 11:00:00,11,Thursday,Holiday,0,1,33.4,64.0,222.8,162.4,263.0,648.2
2025-05-01 12:00:00,12,Thursday,Holiday,0,1,35.0,52.0,212.2,176.1,311.4,699.7
2025-05-01 13:00:00,13,Thursday,Holiday,0,1,31.1,61.0,206.8,173.3,255.8,635.9
2025-05-01 14:00:00,14,Thursday,Holiday,0,1,34.1,55.0,228.4,163.5,268.0,659.9
2025-05-01 15:00:00,15,Thursday,Holiday,0,1,32.1,63.0,235.2,148.1,242.1,625.4
2025-05-01 16:00:00,16,Thursday,Holiday,0,1,30.5,55.0,231.2,146.6,249.2,627.0
2025-05-01 17:00:00,17,Thursday,Holiday,0,1,30.3,62.0,209.6,179.4,269.5,658.5
2025-05-01 18:00:00,18,Thursday,Holiday,0,1,30.1,58.0,220.4,159.8,313.8,694.0
2025-05-01 19:00:00,19,Thursday,Holiday,0,1,28.1,61.0,222.6,172.9,308.8,704.3
2025-05-01 20:00:00,20,Thursday,Holiday,0,1,23.0,68.0,244.1,151.0,257.9,653.0
2025-05-01 21:00:00,21,Thursday,Holiday,0,1,23.4,68.0,220.5,159.5,218.8,598.8
2025-05-01 22:00:00,22,Thursday,Holiday,0,1,24.2,65.0,177.8,122.0,191.4,491.2
2025-05-01 23:00:00,23,Thursday,Holiday,0,1,25.3,66.0,148.5,108.0,191.6,448.1
2025-05-02 00:00:00,0,Friday,Weekday,0,0,26.6,71.0,146.9,104.3,180.5,431.7
2025-05-02 01:00:00,1,Friday,Weekday,0,0,25.5,69.0,130.5,105.0,151.6,387.1
2025-05-02 02:00:00,2,Friday,Weekday,0,0,27.9,66.0,126.5,100.0,168.5,395.0
2025-05-02 03:00:00,3,Friday,Weekday,0,0,27.7,59.0,135.1,104.4,157.3,396.8
2025-05-02 04:00:00,4,Friday,Weekday,0,0,29.2,56.0,132.2,119.7,185.1,437.0
2025-05-02 05:00:00,5,Friday,Weekday,0,0,29.3,65.0,132.8,117.2,177.5,427.5
2025-05-02 06:00:00,6,Friday,Weekday,0,0,31.3,62.0,186.8,120.7,196.1,503.6
2025-05-02 07:00:00,7,Friday,Weekday,0,0,31.7,64.0,234.7,180.6,236.3,651.6
2025-05-02 08:00:00,8,Friday,Weekday,0,0,33.0,52.0,242.9,161.2,323.6,727.7
2025-05-02 09:00:00,9,Friday,Weekday,0,0,36.6,50.0,282.6,200.9,344.4,827.9
2025-05-02 10:00:00,10,Friday,Weekday,0,0,33.8,46.0,269.4,223.8,324.3,817.5
2025-05-02 11:00:00,11,Friday,Weekday,0,0,39.0,46.0,324.5,213.6,365.2,903.3
2025-05-02 12:00:00,12,Friday,Weekday,0,0,35.3,58.0,323.8,211.0,357.8,892.6
2025-05-02 13:00:00,13,Friday,Weekday,0,0,34.0,52.0,304.1,200.6,337.6,842.3
2025-05-02 14:00:00,14,Friday,Weekday,0,0,31.4,61.0,289.3,207.6,311.6,808.5
2025-05-02 15:00:00,15,Friday,Weekday,0,0,32.6,55.0,258.7,201.4,357.5,817.6
2025-05-02 16:00:00,16,Friday,Weekday,0,0,29.4,61.0,262.3,211.5,328.4,802.2
2025-05-02 17:00:00,17,Friday,Weekday,0,0,29.1,54.0,286.1,232.0,329.5,847.6
2025-05-02 18:00:00,18,Friday,Weekday,0,0,31.6,58.0,314.6,251.0,398.1,963.7
2025-05-02 19:00:00,19,Friday,Weekday,0,0,26.6,48.0,341.6,220.2,386.1,947.9
2025-05-02 20:00:00,20,Friday,Weekday,0,0,27.6,61.0,293.6,248.3,357.9,899.8
2025-05-02 21:00:00,21,Friday,Weekday,0,0,24.4,58.0,249.1,188.9,362.9,800.9
2025-05-02 22:00:00,22,Friday,Weekday,0,0,25.2,71.0,210.5,145.3,278.5,634.3
2025-05-02 23:00:00,23,Friday,Weekday,0,0,28.1,65.0,202.4,120.6,211.9,534.9
2025-05-03 00:00:00,0,Saturday,Weekend,1,0,25.0,67.0,120.4,96.0,162.0,378.4
2025-05-03 01:00:00,1,Saturday,Weekend,1,0,29.5,67.0,134.0,87.1,162.8,383.9
2025-05-03 02:00:00,2,Saturday,Weekend,1,0,28.8,56.0,112.8,77.0,147.4,337.2
2025-05-03 03:00:00,3,Saturday,Weekend,1,0,28.1,70.0,98.1,76.4,146.4,320.9
2025-05-03 04:00:00,4,Saturday,Weekend,1,0,31.2,62.0,123.4,86.2,154.3,363.9
2025-05-03 05:00:00,5,Saturday,Weekend,1,0,33.0,54.0,153.5,110.4,167.1,431.0
2025-05-03 06:00:00,6,Saturday,Weekend,1,0,33.7,60.0,173.2,136.6,198.1,507.9
2025-05-03 07:00:00,7,Saturday,Weekend,1,0,31.5,52.0,199.9,143.6,197.1,540.6
2025-05-03 08:00:00,8,Saturday,Weekend,1,0,33.6,51.0,217.9,159.0,297.6,674.5
2025-05-03 09:00:00,9,Saturday,Weekend,1,0,34.8,50.0,217.5,166.4,324.9,708.8
2025-05-03 10:00:00,10,Saturday,Weekend,1,0,35.2,50.0,272.2,201.8,252.1,726.1
2025-05-03 11:00:00,11,Saturday,Weekend,1,0,36.1,46.0,248.5,165.9,338.0,752.4
2025-05-03 12:00:00,12,Saturday,Weekend,1,0,34.9,59.0,267.3,210.6,294.3,772.2
2025-05-03 13:00:00,13,Saturday,Weekend,1,0,31.9,55.0,261.7,167.1,291.4,720.2
2025-05-03 14:00:00,14,Saturday,Weekend,1,0,33.4,57.0,249.3,211.7,303.8,764.8
2025-05-03 15:00:00,15,Saturday,Weekend,1,0,32.6,53.0,246.7,166.1,277.6,690.4
